Genes	wt_DMSO_1	wt_DMSO_2	wt_DMSO_3	wt_CPT_1	wt_CPT_2	wt_CPT_3	miR34a_del_DMSO_1	miR34a_del_DMSO_2	miR34a_del_DMSO_3	miR34a_del_CPT_1	miR34a_del_CPT_2	miR34a_del_CPT_3
LL0000017360	1.41	0	0	1.15	3.15	0	3.3	0	0	0	0	0
LL0000017361	185.5	214	129.43	72.92	187.95	365.53	147.83	259.65	203.35	205.44	271.95	173.55
LL0000017362	1	0	0	0	0	0	3	0	0	0	0	6.01
LL0000017363	0	0	0	0	0	0	0	0	0	10.01	0	0
LL0000017364	1	3	0	0	0	0	0	0	0	0	0	0
LL0000017365	0	7	2	5	16	28	3	1	6	18	6	9.86
LL0000017366	1	4	1	0	1	0	0	3	4	0	0	0
LL0000017367	0	0	0	0	4.09	0	0	1	0	3	0	4
LL0000017368	0	0.98	0	0	0	3	0	0.99	0	1.95	1	0
LL0000017369	23	23.99	32.9	7	13	33	39	43	31	27	26	10
LL0000017370	0	0	0	0	0	0	2	1	4	0	0	1
LL0000017371	3	0	1	0	0	0	5	1	3	0	0	0
LL0000017372	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017373	0	0	0	0	0	1.77	0	0	0	0	0	0
LL0000017454	0	0	0	0	0	0	0.25	0	0	0	0	0
LL0000017455	15.83	9.56	0	0	0	0	18.8	11.63	9.24	0	29.63	14.82
LL0000017456	71.92	86.92	106.56	46.29	81.16	74.73	51.75	91.4	53.03	70.29	54.95	42.06
LL0000017457	0	0	0	0	0	0.99	0	0	0	0	0	0
LL0000017458	11	16.93	16	5	12	15	14	15	7	27.01	10.88	8
LL0000017459	5.02	3	9.04	1	4.06	9	14	11.05	2.01	5	2	2
LL0000017460	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017461	0	0	0	0	0	0	0	0	0	0	1	0
LL0000017462	9	7	9.79	4	8	11	0	22	10	11	2	12.04
LL0000017463	1	2	0	1	4	3	0	1	1	3	1	2
LL0000017464	9.64	9.48	24.22	10.43	18.35	20.77	16.35	9.56	14.51	25.4	18.5	11.56
LL0000017465	1	1	0	0	0	0	0	0	1	0.41	0	0
LL0000017466	0	0	0	1.84	0	0	1	0	3	0	0	0
LL0000017467	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017468	86.47	69.36	98.89	37.01	76.31	129.4	55.06	70.88	90.47	161.78	122.85	82.94
LL0000017469	0	0	7.31	0	3.39	7.23	3.41	4.68	5.1	6.26	1.85	9.39
LL0000017470	0	0	0	1	0	2	0	0	0	0	0	0
LL0000017471	6	8.53	5.22	0	0	7	1.22	1	4	4.4	1	4
LL0000017472	0	0	0	0	0	0	0	1.21	0	0	0	0
LL0000017473	5	1	0	5	5	23	1	2	1	8	14	6
LL0000017474	0	0	0	0	0	0	0	0	0	0.9	0	0
LL0000017475	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017476	0	0	0	0	0	3	0	1	0	0	0	0
LL0000017477	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017478	0	0	0	0	0	0	0	2	1	0	1	0
LL0000017479	0	0	0	1.69	1.71	1.55	0	0	4	4.19	0	0
LL0000017480	0	0	1	1	1	0	3	0	0	1	0	0
LL0000017481	0	0	0	0	0	0	1	0	0	0	0	0
LL0000017482	0	0	0	0	0	0	1	1	1	1	0	0.78
LL0000017483	0	2	2	0	0	3	0	1	0	1	0	2
LL0000017484	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017485	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017486	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017487	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017488	1	0	3	1	1	0	0	1	2	0	2	0
LL0000017489	0	1	1	2	0	3	4	1	0	2	1	1
LL0000017490	0	0	0	0	1	1	0	0	0	0	0	0
LL0000017491	0	0	0	0	1	0	1	0	0	0	0	0
LL0000017492	4.4	3	2.01	0	2.04	0	1.04	0	2	1.03	0	1
LL0000017493	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017494	0	0	0	0	0	0	0	0	0	0	1.99	2.12
LL0000017495	0	0	7	0	0	2.74	0	3	0	5.61	0	1
LL0000017496	0.73	0	0	0	0	6.18	0	0	1.49	0	0	0
LL0000017497	0	0	0	0	0	0	0	0	0	0	1.1	0
LL0000017498	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017499	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017500	0	0	0	0	0	0	1.85	0	0	0	0	0
LL0000017501	2.98	1.51	0.08	0	0	0	1.52	3	1.51	2	0	0
LL0000017502	0	0	0	0	1	0	0	1.11	0	0	1	0
LL0000017503	2	1	9	12.2	25	19	4	7	4	40	18.64	23
LL0000017504	0	0	0	0	0	4.44	0	0	0	2.76	2.38	0
LL0000017505	0	1	2	1	3	2	0	1	2	2	0	1
LL0000017506	0	2.46	0	3.65	0	2.43	0.9	0	0	0	0	0
LL0000017507	0	0	0	0	0	1.55	0	0	0	0	0	0
LL0000017508	0	0	0	0	0	0	0	0	0	1	0	0
LL0000017509	0	0	0	0	0	0	0	0	6.61	0	0	0
LL0000017510	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017511	0	0	0	0	0	0	3.22	0	0	0	0	0
LL0000017512	22.81	20.36	25.81	14.84	28.23	18.78	9.44	42.65	22.95	20.08	11.95	17.19
LL0000017513	0	0	0	0	0	0	2	0	0	0	0.26	0
LL0000017514	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017515	0	2	1	0	0	0	0	0	0	1	1	0
LL0000017516	1	0	0	0	1	4	0	1	1	0	0	3
LL0000017517	5	1	3	3	3	3	0	1	2	5	2	0
LL0000017518	24.92	10.45	5.02	17.38	26.85	0	13.79	0	5.96	0	0	0
LL0000017519	1.3	1.19	0	0	0	2.64	0	1.47	2.28	0	0	1.33
LL0000017520	0	0	0	2	3.94	0	0	0	0	0	0	0
LL0000017521	3.25	1.02	8.14	7	21	30.09	2.07	9	12	32.08	23.15	21
LL0000017522	0	1.63	0	0	0	0	2.51	0	0	2.92	0	0
LL0000017523	0	3.01	3	0	0	4.6	7	4	1	10	3.38	3
LL0000017524	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017525	0	0	1.67	0	0	5.84	2	0	0	3	2.16	0
LL0000017526	2	1.72	3	0	1	1	0	0	0	5.02	0	0
LL0000017527	2	0	12	0	2	2	0	3	0	3	2	2
LL0000017528	0	0	7.97	0	2.18	0	0	0	0	3.14	0	0
LL0000017529	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017530	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017531	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017532	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017533	4.07	3.11	4.02	3.03	1.01	2	0	3.17	0	3.06	2	0
LL0000017534	0	1.59	0	0	0	0	0	0	0	0	0	2.24
LL0000017535	0	0	0	0	0	3.08	0	1.14	0	0	0	0.51
LL0000017536	1	0	4	2	0	2.01	0	3.5	4	17.94	0	0
LL0000017537	0	2	2	0	0	0	0	0	0	2	0	0
LL0000017538	0	5.04	3.37	0	0	0	0	0	0	0	0	2.08
LL0000017539	7.59	2.84	21.5	2.92	10.94	10.26	6.89	3.34	11.13	19.15	1.65	13.66
LL0000017540	1	1	0	0	1	0	0	1.41	0	0	1	1
LL0000017541	0	0	6	3.74	3.64	0	4.76	0	3.89	0	0	3.55
LL0000017542	29	0	55.58	23.19	50	64.44	0	14.56	0	90.77	51	48.01
LL0000017543	0	1	0	0	0	0	0	0	0	1	1	0
LL0000017544	1	0	0	0	0	0	1	0	0	0	0	0
LL0000017545	3	3	0	1	1	1.26	0	0	1	7.39	3	1
LL0000017546	0	0	21.35	0	0	12.73	1.72	0	0	0	8.51	6.77
LL0000017547	0	0	3	0	0	2	1	0	2	1	2	0
LL0000017548	0	1	0	0	1.09	0	0	0	0	1	0	0
LL0000017549	0	0	0	0	0	0	0	0	0	0	2	0
LL0000017550	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017551	86.44	73.61	83.63	28	52.2	73	66.27	113	82.72	72.03	37	23.89
LL0000017552	35	33	31.99	12.01	20	20	25	57	25	36.78	23	19
LL0000017553	208.83	171.24	251.05	41.18	65.45	72.91	210.94	160.72	168.71	117.15	37.17	40.83
LL0000017554	0	0	1	0	0	0	0	0	1.13	0	0	0
LL0000017555	279.98	383.78	458.22	110.09	177.49	332.04	310.4	238	239.5	288.29	125.99	131.35
LL0000017556	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017557	11.24	9.79	15.91	0	0	0	0	0	2.56	0	9.51	0
LL0000017558	3.23	0	0	0	0	0	0	0	12.09	1.75	0	0
LL0000017559	2	8	6.23	0	5	4.27	10.39	6	7.15	6	5.05	3.01
LL0000017560	68.12	71.69	43.48	75.84	118.69	187.01	42.06	43.71	44.13	85.46	48.34	61.53
LL0000017561	0	0	0	0	0	0	0	0	0	1	0	0
LL0000017562	41.6	34.21	108.58	67.47	94.11	219.26	52.67	100.4	52.5	221.99	161.29	159.57
LL0000017563	90.43	85.05	131.28	53.22	142.39	234.25	60.68	88.56	86.49	239.71	138.71	109.95
LL0000017564	65.14	70.44	89.3	55.41	147.76	196.4	46.3	62.85	63.28	139.14	82.64	101.25
LL0000017565	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017566	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017567	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017568	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017569	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017570	11.73	9.99	1.46	2	8.85	8.24	0	7.18	1.79	7.63	0	0
LL0000017571	1	1	1	0	0	0	2	0	0	0	0	3
LL0000017572	1	0	0	1	0	0	0	0	2	3	0	2
LL0000017573	0	0	0	0	4.48	13.5	9.44	0	0	14.65	2.63	2.71
LL0000017574	40.28	69.87	28.91	50.47	73.16	114.6	33.3	28.85	48.66	112.48	74.31	74.08
LL0000017575	6.18	1.05	0	0	0	1.92	0	1.61	0	6.98	4.02	0
LL0000017576	50.95	61.54	84.84	77.69	150.69	240.52	32	82.09	50	170.77	125.6	133.2
LL0000017577	30.46	62.02	36.59	26.09	32.14	64.6	32.14	65.08	72.71	92.14	54.06	62.59
LL0000017578	122.06	89.06	97.57	97.76	130.77	193.65	73.61	120.19	91.8	175.59	124.75	108.16
LL0000017579	176.68	137.47	125.21	133.96	196.05	307.04	101.31	133.48	176.29	287.02	200.57	204.43
LL0000017580	1.73	0	2.98	0	4.03	8.09	3.61	3.81	1.29	3.21	5.9	2.52
LL0000017581	1.1	0	0	0	0	1.31	0	0	0	0	0	0
LL0000017582	3	11.88	3.91	0.5	2.5	5.47	2.3	10	7	5.99	4.5	3.5
LL0000017583	2.6	2.42	0	0	0	0	0	0	0	0	0	0
LL0000017584	0	0	0	0	0	0	0	0	0	0.21	3	0.08
LL0000017585	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017586	0	1	1	0	0	0	0	0	0	0	0	0
LL0000017587	0	0	0	0	0	0	6.98	0	0	0	0	0
LL0000017588	8.84	17.23	20.78	21.21	22.17	35.23	11.33	9.73	10.88	37.48	7.76	20.16
LL0000017589	12	5	3	11	9	11	7	17	6	14	12	4
LL0000017590	0	0	0	0	1	0	0	0	0	0.98	1.03	1
LL0000017591	0	0	0	0	0	0	0	1	0	1.23	0	0
LL0000017592	15.94	23.54	19.84	9.54	27.79	29.99	9.27	18	33.32	22.15	15.34	8.43
LL0000017593	0	1.6	0	0	0	0	0	0	1.1	0	0	0
LL0000017594	0	0	0	2.8	0	2.03	0	0	0	0	0	1.72
LL0000017595	0	8.59	0	0	0	0	1.37	0	0	0	0	0
LL0000017596	40.38	43.83	86.3	47.31	70.19	105.92	47.34	50.74	63.57	137.28	77	61.18
LL0000017597	5.09	4.92	0	5.05	2.89	2.56	2.78	1.57	4.9	11.18	0.79	4.41
LL0000017598	1	0	1	1	0	1	1	1	1.05	4	3	0
LL0000017599	0	0	0	0	1	0	1	0	0	2	0	1
LL0000017600	12	10	9	5	5	7	4	7	11.98	6	3	4
LL0000017601	0	2	2	1	0	1	0	1	0	8	1	2
LL0000017602	0	2	3	0	1	0	0	0	0	0	1	0
LL0000017603	1.04	1.05	3.1	8.2	7.6	7.63	0	2.5	0	1.12	9.41	0
LL0000017604	2.2	1.12	1.06	3.26	3	0	1	5	0	11	0	0
LL0000017605	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017606	2.61	0	2.76	227.69	8.06	0	0	0	0	0	0	2.71
LL0000017607	46.98	35.02	85.95	297.34	274.49	37.31	19.87	76.82	39.84	10.73	1.41	20.76
LL0000017608	1.87	0	0	0	0	0	0	0	213.72	0	101.6	0
LL0000017609	0	0	0.19	0	1.54	2.44	0	0.74	4.89	3.88	0	0
LL0000017610	115.42	105.33	121.98	40.09	57.49	47.41	97.65	120.29	90.01	77.69	59.72	82.39
LL0000017611	13.02	16.68	8.6	0	8.46	6.26	7.69	5.23	7.5	9.39	0	8.52
LL0000017612	2	2.78	5.01	3.9	1.51	2.79	0	1	4.79	3.71	3.46	0
LL0000017613	1.58	0	0	0	0	0	1.53	2.34	2.11	0.28	0.93	0
LL0000017614	7	5	4	1	2	7	6	5	10	5	2.25	2
LL0000017615	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017616	0	2	0	0	1	0	0	0	0	3	0	1
LL0000017617	32.14	33	42.64	24.04	33.27	42.28	48.44	53	60.84	43.01	20.05	21.17
LL0000017618	9.42	11.42	0	6.2	8.65	16.12	3.37	8.78	14.25	13.73	3.36	7.11
LL0000017619	0	0	0	1.48	0	1.22	0	0	1.17	2.82	0	0
LL0000017620	0	0	0	2.75	0	0	0	0	0	1	0	0
LL0000017621	54.82	63.86	6.62	39.36	35.74	63.18	0	44.89	13.19	73.04	26.31	47.65
LL0000017622	0	0	2.68	0.69	0	4.23	0	0	0	1.78	0	0
LL0000017623	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017624	2	2.79	4.86	2	10.7	11.24	4	5.52	5.11	14.74	8.46	10.83
LL0000017625	0	0	0	0	1.02	3.44	3.04	1	0	3	1.02	3
LL0000017626	6.96	1.67	2.24	8.62	4.02	1.59	11.21	11.54	7.52	5.41	0	10.29
LL0000017627	0	0	6	0	0	0	0	0	0	0	0	0
LL0000017628	5	7.05	2	5	5	5	1	4	6	8	4	9
LL0000017629	0	0	0	0	0	0	0	1.59	0	0	0	0
LL0000017630	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017631	1.35	0	0	3.91	0	0	0	0	0	0	0	0
LL0000017632	0	0	2.5	0	0	0.29	0	0	1.85	1.26	1.33	0
LL0000017633	72	39.23	45.1	7.01	32	42.86	19	59	31	38	21.98	14
LL0000017634	0	5.74	0	0	1.74	1.91	0	1.72	3.63	0	3.17	0
LL0000017635	2.1	0	0	0.1	0	3.28	0	0	0.14	4.27	0.55	0
LL0000017636	0	3.04	0	0	4.55	0	0	4.11	3.36	6.97	4.39	0
LL0000017637	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017638	0	0	0	3.4	0	0	0	2.23	0	0	0	0
LL0000017639	17.32	15.93	19.5	12.48	9.91	10.69	4	18.08	11.68	10.83	9	6.06
LL0000017640	0	0	0	1	0	0	0	0	2	0	0	0
LL0000017641	4.51	3	0	5.47	4	2.62	0	0	2	0	3.85	1
LL0000017642	0	1	0	0	0	0	0	0	1	0	0	0
LL0000017643	1	0	3	1	0	0	0	0	1.07	0	1	0
LL0000017644	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017645	1.45	0	1.73	0	0	1.07	0	0	0	5.73	2.67	1.03
LL0000017646	6.56	3.1	36.91	9.53	12.75	9.08	12.32	12.47	12.13	62.2	22.07	18.37
LL0000017647	0	0	0	0	0	3.47	0	0	0	2.1	0	0
LL0000017648	116.04	82.5	104.39	37.13	41.22	93.74	74.91	118.01	69.47	43.86	76.48	35.33
LL0000017649	0	0	0	1.29	0	1.39	4.41	0	0	0	0	4.55
LL0000017650	0	5.67	0	4.65	9.67	0	0	0	2.76	17.93	0	5.4
LL0000017651	0	0	0	0	0	0	0	0	0	7.09	0	0
LL0000017652	69.85	54.07	68.18	44.83	29.84	87.81	39.72	87.7	41.6	101.85	42.01	51.82
LL0000017653	1.88	0	0	1	0	0	0	3	0	2	0	0
LL0000017654	1	0	0	0	0	0	1	1	0	0	0	0
LL0000017655	39	31.51	56.17	27.53	50.29	96.6	37.34	59.24	62.14	117.5	60.21	56.88
LL0000017656	2	0	0	0	0	0	0	0	0	0	0	0
LL0000017657	0	0	0	0	0	0	0	0	0	0	1.32	0
LL0000017658	17.23	12.92	17.32	9	21.93	26.04	14.63	8.44	10.44	32.19	22.36	17.58
LL0000017659	0	1	0	0	0	0	1	1	0	1	0	0
LL0000017660	1.09	0	1	0	0	0	0	0	0	0	1.2	0
LL0000017661	71.04	1028.87	301.96	64	25.92	54.26	139.51	1756.37	12.86	48.73	83.55	391.75
LL0000017662	1	2	1	0	1	3	0	0	0	0	2.47	1
LL0000017663	0	2.14	3.21	3	4.76	3.38	1.18	3	2.57	4.23	0	1.84
LL0000017664	0	0	0	0	0	1	1	0	0	0.78	0	0
LL0000017665	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017666	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017667	70.3	60.58	99.97	12.13	15.78	22.2	46.38	69.66	60.01	19.07	33.14	24.21
LL0000017668	60.9	71.65	117.97	18.84	70.64	83.41	55.22	69.6	43.67	81.95	66.33	38.87
LL0000017669	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017670	0	0	0	0	0	0	0	1	0	0	0	0
LL0000017671	11.72	1.45	0	5.84	8.95	0.91	0	6.63	0	0	0	0
LL0000017672	9.73	14.27	2.62	0	6.67	11.95	0	0	8.06	9.94	18.32	3.18
LL0000017673	0	0	1	0	0	0	0	0	0	0	0	1
LL0000017674	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017675	66.58	44.19	33.75	13.62	38.13	53.5	25.5	27.56	32.05	60.37	33.01	60.08
LL0000017676	0	7.66	0	0	5.72	0	0	18	5.16	6.7	0	0
LL0000017677	4	0	0	0	0	0	0	9	0	1.53	3	2.4
LL0000017678	0	0	0	0	2.3	1.07	0	0	0	0	0	0
LL0000017679	25.7	17.69	15.06	10.51	40.67	55.29	22.15	24.6	22.4	45.68	24.72	33.89
LL0000017680	0	2.92	1.57	0	0	0	0	0	0	3.23	2.09	0
LL0000017681	1	0	0	0	1.35	0	0	0	3	0	0	0
LL0000017682	2.08	0	0	4.26	2.99	7.3	0	0	0	6.77	7.2	1.33
LL0000017683	4.62	3.68	6.32	2.76	7.62	7.63	2.03	1.37	4.45	8.66	2.2	13.32
LL0000017684	0	0	0	0	0	4.63	7.03	0	0	0	0.66	0
LL0000017685	5.58	11.75	8.69	18.26	60.84	83.48	5.03	23.07	5.58	94.75	47.79	40.9
LL0000017686	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017687	0	0	0	0	0	0	0	0	0.58	0	0	0
LL0000017688	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017689	0	0	0	0	0	0	1	0	0	0	0	0
LL0000017690	4	1	1	0	2.76	5.45	0	0	0	5.61	5	4.01
LL0000017691	7.42	3.37	12.03	12.35	29.21	42.92	13	6.35	8.76	32.31	31.87	27.19
LL0000017692	0	19.17	0	0	0	0	4.02	0	6.78	0	0	0
LL0000017693	104	139.4	107.79	53.62	109.37	180.91	53.39	121.39	93.46	150.8	102.66	109.03
LL0000017694	16.94	20.4	21.77	10.3	19.22	48.46	9.81	2.65	0	23.17	39.75	22.98
LL0000017695	0	0	4	0	0	1.67	0	0	0	2.25	0	4.04
LL0000017696	48.1	42.12	33.92	45.77	81	97.59	0	39.86	48.2	111.73	76.68	43.41
LL0000017697	87.78	84.63	100.43	40.14	91.25	159.04	72.7	64.21	114.7	111.89	67.5	79.01
LL0000017698	45.81	38.15	59.67	21.45	44.89	82.66	24.64	28.01	16.53	43.81	39.39	32
LL0000017699	4.82	16.18	9.7	15.19	10.66	17.71	8.57	11.44	18.34	19.44	17.12	9.76
LL0000017700	122.01	84.24	93.52	31.1	196.32	302.86	78.96	159.66	109.42	175.14	181.49	106.08
LL0000017701	19.77	36.31	33.69	26.32	16.21	44.37	18.63	51.15	45.46	23.87	31	15.54
LL0000017702	3.77	0	0	0	2.58	2.56	0	1.51	1.94	7.7	0	7.24
LL0000017704	0	0	0	0	0	0	0	0	1.23	0	0	0
LL0000017706	0	0	0	0	0	0.5	0	0	0	0	0	0
LL0000017707	2.06	4.5	5.44	5.91	0	3.94	1.95	2.51	0	3.82	1.39	1.56
LL0000017708	1	0	0	0	0	0	0	0	0	0	0	0
LL0000017709	0	0	0	0	3	0	1	0	0	3.77	0	1
LL0000017710	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017711	0	0	0	0	0	1	0	0	2	0	0	0
LL0000017712	60.28	35.2	26.2	12.82	17.14	6.64	20.26	37.84	50.41	23.44	15.48	8.33
LL0000017713	0	44.96	30.18	16.08	9.19	32.86	25.19	14.36	8.05	47.01	33.82	19.03
LL0000017714	7.01	3.51	9.13	0	4	8.01	3.82	7.13	4.53	12	1.08	3.05
LL0000017715	1	3	9.93	2	4	8	2	3	2	1	0	3
LL0000017716	0	0	0	0	0	1	0	0	0	0	0	0
LL0000017717	2	0	0	0	0	0	0	0	0	0	0	0
LL0000017718	10.75	6.29	7.82	5.85	27.35	16.56	5.16	8.44	6.45	26.61	12.76	11.15
LL0000017719	58.66	52.39	62.25	28.99	73.33	127.13	32.78	51.64	47.36	111.46	61.44	66.85
LL0000017720	0	0	0	2.18	3.32	0	0	0	0	0	0	0
LL0000017721	0	3.74	0	0	0	4	1	2	4	0	3.49	3
LL0000017722	0	0	0	1.07	0	0	0	0	0	0	0	0
LL0000017723	21.46	31.66	28.94	11.32	22.74	35.87	12.89	25.53	8.67	29.93	21	9.6
LL0000017724	0	1.13	0	0	0	4.45	0	0	0	4.25	1.92	5.21
LL0000017725	0	6.06	0	0	14.44	0	4	0	4.64	0	1.75	1.57
LL0000017726	1	2	2.48	0	5	1.41	3	0	1	5	0	1.67
LL0000017727	152.69	201.03	211.13	114.94	123.25	173.97	110.98	180.82	161.7	107.96	122.66	65.21
LL0000017728	0	0	0	0	1.04	5.96	2	0	0	1.11	0	0
LL0000017729	0	0	0	1.95	0	0	0	0	0	0	8.3	0
LL0000017730	10	12.61	8.21	15.04	21	49	17.16	24.25	16.37	53.62	16.01	22.89
LL0000017731	0.02	0	14.37	0	5.88	4.08	12.79	8.95	0	22	4.27	0
LL0000017732	0	0	1	0	1	0	0	6.67	0	1.15	0	0
LL0000017733	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017734	0	0	0	0	0	0	0	0	1	0	2	0
LL0000017735	2.21	3.86	0	3.42	5.93	1.47	3.71	6.54	0	2.22	2.9	5
LL0000017736	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017737	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017738	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017739	6.51	1.14	1.11	0	0	2.15	1.05	3	0	4.32	4.32	2.17
LL0000017740	1	0	0	0	1	2.38	0	2	0	2.38	0	0
LL0000017741	1.71	6.8	3.32	2.44	18.75	10.77	2	2.82	0	3.08	2.13	6.81
LL0000017742	31.63	82.34	74.39	61.39	83.19	111.4	21.64	35.22	31.53	121.64	121.89	48.73
LL0000017743	0	22.98	23.24	20.27	0	0	27.57	9.64	22.32	7.39	1.94	14.31
LL0000017744	0.2	0	0	0	2.88	0	0	0	15.84	0	0	0
LL0000017745	12.52	4.61	24.21	23.42	8.89	58.25	16.51	0	25.97	35.81	17.01	28.27
LL0000017746	63.13	58.01	35.44	5.82	11.51	16.76	51.09	48.88	70.36	33.33	26.53	23.75
LL0000017747	0	0	0	1.9	0	0	0	0	0	0	0	0
LL0000017748	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017749	0	0	0	0	0	0	0	0	2.18	1.15	2	0
LL0000017750	2.02	0	2.01	0	0	2.11	0	0	4.89	0	0	0
LL0000017752	0	0	0	0	0	0	0	0	2	0	0	0
LL0000017753	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017754	0	1	0	0	0	0.91	0	0	0	0	2	0
LL0000017755	0	0	0	0	1	0	0	0	0	0	0	0
LL0000017756	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017757	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017758	1	0	0	0	0	0	0	0	0	4.64	0	1.91
LL0000017759	1	0	0	0	2	2.04	1	3	0	0	0	0
LL0000017760	0	0	0	0	0	0	0	0	0	1	0	0
LL0000017761	10.39	13.08	6.8	3.43	17.98	32.08	11.36	10.43	1.02	17	10.81	0
LL0000017762	12.38	16.5	19.79	23.09	13.93	48.11	10.47	5.9	5.34	33.97	19.64	28.63
LL0000017763	0	5.47	0	0	0	7.08	0	2.1	20.56	0	5.93	2.92
LL0000017764	0	2.25	0	0	1	0	0	0	0	0	1.63	0
LL0000017765	38.01	28.24	19	0	27.75	11.31	31.25	46.99	19.72	33.06	2.51	2.04
LL0000017766	11.26	21.55	0	30.48	8.33	37.47	14.65	17.54	17.73	46.46	37.97	16.96
LL0000017767	29.59	15.21	6.98	8.38	12.18	24.59	15.62	11.66	9.83	33.02	17.41	29.45
LL0000017768	85.63	94.49	80.22	6.62	60.81	101.55	80.37	72.03	114.48	154.62	84.32	88.31
LL0000017769	0	0	0	0	0	0	0.34	0.49	7	8.48	2.01	6.88
LL0000017770	0	0.98	3.22	0	1.6	2.94	0	0	0	2.63	0.41	0
LL0000017771	4.04	11.4	13.33	13.27	5.09	10.1	4	13.28	20.46	17.67	5.29	12.19
LL0000017772	0	2.96	2.44	3.69	4.88	6.58	3.17	6.9	0.38	0	1.18	3
LL0000017773	12.67	3.24	8.59	7.1	3.61	7.23	10.93	10.73	8.68	4.16	3.42	7.69
LL0000017774	3.04	0	0	0	0	0	1.84	0.78	1.74	0	0	0
LL0000017775	2	0	1	0	1	0	0	0	0	4	0	0
LL0000017776	0	6.47	5.44	2	0	0	5.49	0	0	2.5	0	0
LL0000017777	0	3	1	0	1	0	0	0	2	2	0	0
LL0000017778	0	0	0	0	0	0	1	0	0	0	0	0
LL0000017779	0	1.29	0	0	0	0	3.22	0	3	0	0	0
LL0000017780	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017781	0	1.12	4.61	0	0	0	2	0	0	0	2.13	2.36
LL0000017782	7.64	9.14	6.46	3.73	1.84	0	0	16.6	8.4	0	5.39	15.43
LL0000017783	0	0	0	0	0	0	0	0	0	0	1.57	0
LL0000017784	2.25	0	4.75	1	1.62	5.3	0	2.72	0	3.13	1.1	0
LL0000017785	109.63	56.18	57.61	77.98	76.78	129.01	46.13	77.11	63.79	48.46	70.99	87.01
LL0000017786	6.73	0	4.82	13.66	20.85	98.71	33.21	18.81	10.22	1.94	28.45	25.41
LL0000017787	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017788	11.8	11.11	4.78	2.96	7.78	11.99	1.9	17.25	6.99	6.02	6.03	5.94
LL0000017789	0	0	0	0	0	0	0	0	0	0	0	0
LL0000017790	14	13	9	6	38	52	19	9	9	48	16	21
LL0000017791	1	0	3	0	2	0	0	0	0	1	1	0
LL0000017792	18.55	23.88	27.78	8.09	12.2	19.54	24.38	10.48	14.94	19.72	12.17	13.96
LL0000017793	0.32	0	0	0	0.65	0	0	0	0	0	0	0
LL0000017794	1507.41	25675.53	1621.11	4047.07	1195.49	14577.88	19840.45	4296.24	18396.72	3794.96	6906.81	3094.03
