"symbol"	"wt_DMSO_1"	"wt_DMSO_2"	"wt_DMSO_3"	"wt_CPT_1"	"wt_CPT_2"	"wt_CPT_3"	"miR34a_del_DMSO_1"	"miR34a_del_DMSO_2"	"miR34a_del_DMSO_3"	"miR34a_del_CPT_1"	"miR34a_del_CPT_2"	"miR34a_del_CPT_3"
"LL0000017880"	"LOC110439870"	7	7.04	9.97	3	29	24	7	4	7	7	13	17
"LL0000017881"	"LOC110439871"	9.15	9.89	9.25	17.32	20.77	7.85	10.17	8.51	2.95	24.43	13.34	1.65
"LL0000017882"	"LOC110439873"	0	0	0	0	0	0	0	0	0	1	0	0
"LL0000017883"	"LOC110439875"	7.15	1.95	0	1.1	5.34	0	7.46	0	14.62	9.41	11.5	7.66
"LL0000017884"	"LOC110439879"	2	3	3	0	1	2	1	12	1	0	1	0
"LL0000017885"	"LOC110439880"	1	0	0	2	0	1	0	0	0	0	0	1
"LL0000017886"	"LOC110439883"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017887"	"LOC110439885"	9	11	6	2	3	4	5	5	3	12	1	2
"LL0000017888"	"LOC110439887"	0	0.98	0.7	0	0	0	0	0.91	0	0	0	0
"LL0000017889"	"LOC110439888"	2	1	7	2	2	2	1.01	1	2	1	1	0
"LL0000017890"	"LOC110439889"	3.99	3	0	17	10.08	1.01	0	8	4	10.25	2.05	9
"LL0000017891"	"LOC110439891"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017892"	"LOC110439892"	0	0	0	0	0	0	0	0	1	0	0	0
"LL0000017893"	"LOC110439893"	0	1	0	0	1	0	0	0	1	1	0	0
"LL0000017894"	"LOC110439894"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017895"	"LOC110439895"	0	0	0	0	0.23	0	0	0	0	0	0.66	0
"LL0000017896"	"LOC110439896"	0	1	0	0	0	0	0	0	0	0	0	0
"LL0000017897"	"LOC110439898"	0	0	1	0	0	3	0	0	0	5	0	0
"LL0000017898"	"LOC110439899"	0	3.8	1	0	0	0.41	0	0	0.22	0	0	3.42
"LL0000017899"	"LOC110439901"	0	0	0	2.61	4.25	15.23	2.28	0	0	0	0	0
"LL0000017900"	"LOC110439902"	0	0	0	0	2	1	0	0	0	0	0	0
"LL0000017901"	"LOC110439903"	1.12	0	0	1.85	1.2	3.65	0	1.18	0	3.31	4	7.07
"LL0000017902"	"LOC110439904"	4.94	5.72	8.39	0	1	3.75	4	13.16	1.94	2.34	3.81	3.84
"LL0000017903"	"LOC110439905"	0	0	0.17	1	0	0	0	1	0	0	8	1
"LL0000017904"	"LOC110439906"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017905"	"LOC110439908"	0	0	0	0	0	0	0.93	2.91	0	0	0	0
"LL0000017906"	"LOC110439909"	0	0	1	0	0	0	0	0	0	0	0	0
"LL0000017907"	"LOC110439910"	0	0	3.52	0	0	2	1.54	0	0	1.19	0.86	2
"LL0000017908"	"LOC110439913"	0	0	0	0	0.75	0	0	0	0	0	0	0
"LL0000017909"	"LOC110439914"	1	0	0	0	2.17	0.83	0	2.24	1.1	0	0	0
"LL0000017910"	"LOC110439915"	14.71	24.11	59.71	6.65	40.67	36.3	42.12	47.32	33.1	35.76	26.9	25.94
"LL0000017911"	"LOC110439916"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017912"	"LOC110439917"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017913"	"LOC110439919"	0	0	0	0	0	0	0	0	0	1.57	0	0
"LL0000017914"	"LOC110439920"	6.01	7.22	13.27	10.03	35.25	37.22	8.34	10.77	9.76	34.86	10.9	30.82
"LL0000017915"	"LOC110439921"	0	0	0	0	1.07	0	0	2	0	0	1	0
"LL0000017916"	"LOC110439924"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017917"	"LOC110439925"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017918"	"LOC110439927"	72.34	72.78	76.67	33.22	83.5	121.77	78.2	69.59	81.97	75.2	44.14	41.79
"LL0000017919"	"LOC110439928"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017920"	"LOC110439930"	1	0	0	0	1.14	2.77	1	0	0	0	2	2.79
"LL0000017921"	"LOC110439933"	3.01	0	2	0	0	0	0	0	0	0	0	0
"LL0000017922"	"LOC110439934"	0	0	1.48	0	3.1	5.17	0	0	1.17	1.73	2.21	0
"LL0000017923"	"LOC110439935"	7	0	3.62	6	2	3	3.07	5	0	1	5	9
"LL0000017924"	"LOC110439936"	1	0	0	0	0	1	0	3	0	1	0	1
"LL0000017925"	"LOC110439937"	9.47	19.54	34.52	0	7.66	10.48	11.68	10.65	5.86	8.42	4.07	4.56
"LL0000017926"	"LOC110439939"	0	3	0	0	0	0	0	0	0	0	0	0
"LL0000017927"	"LOC110439940"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017928"	"LOC110439942"	2.54	3.94	1.59	9.24	0	9.74	1.16	1	7.17	2.55	4.8	1
"LL0000017929"	"LOC110439943"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017930"	"LOC110439944"	8.51	12.74	34.87	22.69	0	44.49	0	8.46	34.57	47.83	19.04	39.09
"LL0000017931"	"LOC110439945"	0	0	0	0	1	0	0	0	0	0	0	0
"LL0000017932"	"LOC110439946"	0	0	0	1.62	0	0	0	0	0	0	0	0
"LL0000017933"	"LOC110439947"	0	0	0	1	0	0	0	0	0	1	0	0
"LL0000017934"	"LOC110439948"	6	6	3	8	15.97	15	6	6	13	19	5	7
"LL0000017935"	"LOC110439949"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017936"	"LOC110439950"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017937"	"LOC110439952"	1	2	0	0	0	1.5	0	0	0	1	0	0
"LL0000017938"	"LOC110439953"	0	1	5	1	3	0	0	4	0	0	2	1
"LL0000017939"	"LOC110439954"	7.04	0	2.86	5.99	6.38	4.37	1.52	0	0	5.5	5.76	10.93
"LL0000017940"	"LOC110439955"	0	1.5	1	2	2	2.48	2	0	1.02	1.36	0	0
"LL0000017941"	"LOC110439956"	4.93	3.96	12.17	3.79	6.56	7.83	3.34	6.63	2.59	8.05	0	4.65
"LL0000017942"	"LOC110439957"	14.74	15.76	21.73	20.18	16.2	37.27	16.55	20.66	12.17	23.78	15.89	28.56
"LL0000017943"	"LOC110439958"	0	0	0	0	0	3.46	0	2.81	0	1	0	0
"LL0000017944"	"LOC110439959"	0	0	1	0	0	0	1	0	0	0	0	0
"LL0000017945"	"LOC110439961"	7.83	7.88	18.1	0	5.11	5.92	8.67	16.32	4.42	0	3.74	0
"LL0000017946"	"LOC110439963"	0.87	1.98	4	0	1	1.46	1	0	0	2	0	4
"LL0000017947"	"LOC110439964"	0	2	0	0	0	0	0	2	0	0	0	0
"LL0000017948"	"LOC110439965"	4.14	0	0	0	0	0	0	0	0	0	0	0
"LL0000017949"	"LOC110439967"	4	3	7	16.25	28.23	20.21	3	5.55	2	44.58	18.89	19.54
"LL0000017950"	"LOC110439968"	2	0	0	1	1	0	0	1.14	4	3	2	6
"LL0000017951"	"LOC110439970"	1.95	1.11	0	2	0	3.05	1	0	0	0	0	0
"LL0000017952"	"LOC110439971"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017953"	"LOC110439972"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017954"	"LOC110439973"	19.8	19.51	19.94	19.38	29.43	39.14	10.71	19.05	12.21	42.78	13.57	20.86
"LL0000017955"	"LOC110439974"	3	1	0	0	1.27	0	0	1	0	2.03	0	1
"LL0000017956"	"LOC110439975"	1.27	1	1	0	2.5	3.5	1.01	0	1	1	0.04	0
"LL0000017957"	"LOC110439976"	1	1	0	0	3	1	1	1	1	2	0	0
"LL0000017958"	"LOC110439978"	1	0	0	0	1	0	0	1.07	0	0	0	0
"LL0000017959"	"LOC110439979"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017960"	"LOC110439981"	0	0	0	0	0	0	0	0	0.58	0	0	0
"LL0000017961"	"LOC110439983"	5	7	11.44	5.23	5.9	18.55	1.07	3	2	6	0	6.27
"LL0000017962"	"LOC110439985"	0	0	0	0.92	0	0	0	0	1.6	0	0	2.79
"LL0000017963"	"LOC110439986"	1.47	0	3.97	2.17	1.08	2	0	0	1	0	1.64	0
"LL0000017964"	"LOC110439987"	4.91	14.72	11.16	9.64	3.74	11.94	6.45	8.88	10.99	6.22	6.32	1.4
"LL0000017965"	"LOC110439988"	1	0	1	0	0	2	0	0	1	2.23	0	0
"LL0000017966"	"LOC110439989"	1.25	1.06	1.96	0	0	0	0	0	0	0	0	1.38
"LL0000017967"	"LOC110439990"	6.16	8.9	0	0	0	2.19	0	0	9.61	0	0	4.75
"LL0000017968"	"LOC110439991"	0	2	1	0	1	0	0	0	1	1	1	0
"LL0000017969"	"LOC110439992"	0	0	0	0	2	1	0	0	0	2.5	2	0
"LL0000017970"	"LOC110439993"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017971"	"LOC110439994"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017972"	"LOC110439995"	104.65	92.06	137.99	135.17	187.03	199.23	84.48	134.79	97.49	136.06	83.78	114.7
"LL0000017973"	"LOC110439997"	53.55	44.42	60.88	67.69	80.53	108.84	50.41	85.1	44.56	46.35	39.5	20.35
"LL0000017974"	"LOC110439998"	146	99.03	131.97	111	179	232.1	84	142.99	103	181	112.97	116
"LL0000017975"	"LOC110439999"	0	13.74	2.79	2.9	2.21	14.91	9.61	13.59	2.1	12.36	6.31	3.95
"LL0000017976"	"LOC110440000"	0	0	2.35	0	1.1	1.1	1.04	0	0	3.57	6.01	0
"LL0000017977"	"LOC110440001"	0	0	0	0	0	0	0	0	0	1	0	0
"LL0000017978"	"LOC110440003"	366.99	376.02	342.7	383.96	676.44	808.03	326.97	498.06	360	575.07	363.93	375.73
"LL0000017979"	"LOC110440005"	18.75	16.3	14.07	15.89	11.01	28.71	12.45	31.32	9.45	18.92	15.73	14.25
"LL0000017980"	"LOC110440007"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017981"	"LOC110440010"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017982"	"LOC110440011"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017983"	"LOC110440014"	0	5.65	3.05	0.62	5.68	3.61	1	3.86	0	3.45	0.02	4.14
"LL0000017984"	"LOC110440016"	5.18	8	2	1	2	1	5	0	2	0	1	3
"LL0000017985"	"LOC110440017"	0	2.2	0	1	0	1	0	1.21	2	0	0	0
"LL0000017986"	"LOC110440018"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017987"	"LOC110440019"	0	0	0	0	0	0	0	2	0	0	0	0
"LL0000017988"	"LOC110440020"	1	1.7	0	0	0	0	0	2.12	0	1.45	0	1.07
"LL0000017989"	"LOC110440022"	5	3.61	2.73	2	4.91	2.99	0	0	0	12.67	2.73	0
"LL0000017990"	"LOC110440024"	0	1	1	2	0	1	0	0	0	1	0	0
"LL0000017991"	"LOC110440027"	49.77	74.01	48.52	47	117.1	143	36.96	54.02	39	128.36	61.02	62
"LL0000017992"	"LOC110440028"	0	0	0	5	0	6	0	0	15.28	5.07	0	0
"LL0000017993"	"LOC110440030"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017994"	"LOC110440031"	0	2.39	4.34	0	0	1.76	4	0	3	4.5	4.15	0
"LL0000017995"	"LOC110440032"	0	0	0.71	0	1	0	0	0	0	0	0	1.85
"LL0000017996"	"LOC110440034"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000017997"	"LOC110440038"	0	0	0	0	1	0	0	0	0	0	0	0
"LL0000017998"	"LOC110440040"	0	0	0	0	1.04	3.25	4.05	0	3.54	5.36	3.86	0
"LL0000017999"	"LOC110440042"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018000"	"LOC110440043"	715.37	550.04	496.7	114.34	269.83	330.43	518.64	566.37	622.69	302.44	164.26	142.37
"LL0000018001"	"LOC110440044"	2	0	2	0	0	3	1	0	1	4	1.53	2
"LL0000018002"	"LOC110440045"	20.78	10.71	28.05	13.04	9.61	35.28	17.03	11.7	23.03	28.23	30.4	24.09
"LL0000018003"	"LOC110440047"	3	1	1	0	0	0	0	0	2	1	0	0
"LL0000018004"	"LOC110440049"	232.52	372.86	352.72	158.27	346.59	497.67	106.56	354.58	329.99	517.93	325.02	222.92
"LL0000018005"	"LOC110440051"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018006"	"LOC110440052"	0	0	0	0	4	0	0	0	0	1	0	0
"LL0000018007"	"LOC110440053"	4	16	15	17.61	12.99	44	5	10.98	11	13	9	13.28
"LL0000018008"	"LOC110440058"	0	0	0	1.73	3.5	2.2	0	0	0	0	5.42	0
"LL0000018009"	"LOC110440061"	0	1.87	0	0	0	4.46	0	0	0	2.2	0.09	0
"LL0000018010"	"LOC110440062"	35.26	50	40.41	16	24	31	26.77	28.99	26	40	11	25.02
"LL0000018011"	"LOC110440064"	0	0	0	1	0	0	1	0	0	2	1	4
"LL0000018012"	"LOC110440065"	3.61	7.76	18.17	5.21	0.99	0	0	0	4.13	4.52	6.57	3.85
"LL0000018013"	"LOC110440066"	2.44	8.67	5.62	5.38	20.78	17.65	2.76	6.12	0	6.77	16.32	9.38
"LL0000018014"	"LOC110440068"	0	1	0	0	1	0	0	0	0	0	0	0
"LL0000018015"	"LOC110440070"	11.07	10.46	11.11	9.6	13.19	11.35	1.72	1.58	3.11	6.35	12.14	6.33
"LL0000018016"	"LOC110440074"	0	0.4	0	0	0	0	0	0.28	0	0	0	0
"LL0000018017"	"LOC110440075"	4.33	5	3	0	2	6	0	1	1	2	0	0
"LL0000018018"	"LOC110440077"	192	171	145.13	70.01	101	142	110.75	239.44	202.81	121.38	114.77	68
"LL0000018019"	"LOC110440078"	96	175.19	116.03	66.04	104.01	112	115	164.97	132	88.97	52.04	36.65
"LL0000018020"	"LOC110440080"	26	27	18	18	26	44	23	35	31	35.09	18	24
"LL0000018021"	"LOC110440081"	0	0	0	0	1	0	0	0	0	0	0	0
"LL0000018022"	"LOC110440083"	2	0	0	0.99	0	3	0	1	1	1	0	2
"LL0000018023"	"LOC110440086"	0	0	0	0	0	1	0	0	0	0	0.98	0
"LL0000018024"	"LOC110440088"	7.69	5.06	3.86	7.1	7.83	23.85	1.59	17.66	8.01	40.97	12.48	5.21
"LL0000018025"	"LOC110440092"	0	1	0	0	0	0	0	0	0	0	0	0
"LL0000018026"	"LOC110440093"	0	0	1	1	0.53	0	0	0	0	0.99	0	0
"LL0000018027"	"LOC110440094"	2.71	0	0	0	1	0.65	0	0	0	0.8	1	0
"LL0000018028"	"LOC110440095"	13	6	14	17	15	21	3	6	6	18	11.75	8
"LL0000018029"	"LOC110440096"	0	0	0	0	0	3	0	0	0	0	0	0
"LL0000018030"	"LOC110440098"	4.53	2.14	5	4.41	2.34	3.12	0	4	3.39	10.39	8.67	4.6
"LL0000018031"	"LOC110440100"	4	14	1.4	0	0	0	1.05	8.08	2.43	0	0	4
"LL0000018032"	"LOC110440101"	0	0	1	0	0	0	0	0	0	0	0	0
"LL0000018033"	"LOC110440104"	11.89	0	0	0	0	0	14.99	35.72	33.9	0	50.81	0.53
"LL0000018034"	"LOC110440107"	7.57	5.2	0	3.84	0	11.12	0	0.42	1.87	7.41	0	0
"LL0000018035"	"LOC110440108"	11	15	32.07	17	20.02	21	15	22	14	32.78	18.34	19
"LL0000018036"	"LOC110440109"	0	0	0	0	0	0	0	0	1	1	0	0
"LL0000018037"	"LOC110440110"	1.34	3.49	7.11	1	2	4	0	0	2.61	1.3	0	1.38
"LL0000018038"	"LOC110440112"	8.13	26.66	15.26	13.48	32.34	56.3	23.02	38.85	34.75	47.16	22.12	23.59
"LL0000018039"	"LOC110440113"	537.3	510.25	545.73	428.17	788.24	993.54	528.64	1005.84	729.33	1381.26	778.11	841.63
"LL0000018040"	"LOC110440115"	0	0.29	0	0	0.73	0	1	0	0	1.27	1.22	0.44
"LL0000018041"	"LOC110440116"	1	1	0	0	1	0	0.1	0	1	2	1	0
"LL0000018042"	"LOC110440117"	0	0	0	0	0	0	0	3	0	0	0	0
"LL0000018043"	"LOC110440119"	0	0	0	0	1	1	0	0	0	0	4	2
"LL0000018044"	"LOC110440123"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018045"	"LOC110440125"	3	0	0	0	0	0	0	1	0	0	1	3
"LL0000018046"	"LOC110440126"	0	3	0	1	0	0	1.5	0	0	0	2	0
"LL0000018047"	"LOC110440128"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018048"	"LOC110440129"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018049"	"LOC110440130"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018050"	"LOC110440131"	0	0	0	0	0	1	0	0	0	0	0	0
"LL0000018051"	"LOC110440132"	34.01	34	22.99	3	2	9	26.96	33.12	25.01	11	14	5
"LL0000018052"	"LOC110440134"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018053"	"LOC110440135"	33	54.68	49	30	37	47	48.12	48.34	25	24	14	26
"LL0000018054"	"LOC110440137"	0	0	0	0	0	0	0	2	0	0	0	0
"LL0000018055"	"LOC110440139"	13	12	15	10	32.17	31	3	23	9	34	24	18
"LL0000018056"	"LOC110440141"	2	0	0	0	1	0	0	1	0	0	0	0
"LL0000018057"	"LOC110440142"	14.9	12.74	16.88	11.18	16.63	37.07	8.49	15.52	10.05	34.53	19.31	19.34
"LL0000018058"	"LOC110440147"	388.53	519.29	449.93	58.89	127.48	190.24	325.54	346.04	337.28	165.78	52.88	85.19
"LL0000018059"	"LOC110440148"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018060"	"LOC110440150"	1	0	0	0	0	0	0	3	1	2.05	0	0
"LL0000018061"	"LOC110440151"	0	0	0	0	0	0	0	0	0	0	0	0.58
"LL0000018062"	"LOC110440152"	0	0	1	0	0	0	0	0	0	0	0	0
"LL0000018063"	"LOC110440153"	0	1	0	0	0	0	0	0	0	0	0	0
"LL0000018064"	"LOC110440154"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018065"	"LOC110440155"	0	2	1	0	0	0	0	0	0	0	1.29	1
"LL0000018066"	"LOC110440156"	0	0	0	0	0	0	1.09	1.01	0	1.04	0	0
"LL0000018067"	"LOC110440157"	0	0	0	1	0	0	0	0.99	0	0	0	0
"LL0000018068"	"LOC110440158"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018069"	"LOC110440161"	62.76	79.99	72.99	21.94	58.46	61.25	33.05	44.42	71.32	0	12.2	21.08
"LL0000018070"	"LOC110440162"	0	5.64	9.77	3.49	7.89	5.35	1.73	3.25	0	15.88	1.82	0
"LL0000018071"	"LOC110440165"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018072"	"LOC110440166"	1	0	2	2	1	2	2	1	1	0	1	1
"LL0000018073"	"LOC110440167"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018074"	"LOC110440169"	0	3.02	0	2.29	8.19	4.88	0	2	6.96	5.45	0	0
"LL0000018075"	"LOC110440170"	23.02	47.04	46	3	5	8	40	26	23.1	6	1	3
"LL0000018076"	"LOC110440171"	44.44	64.44	74.34	3.46	0	1.47	48.88	14.99	15.21	11.43	0	5.93
"LL0000018077"	"LOC110440174"	423.31	318.74	761.38	189.4	420.12	599.92	609.2	576.49	420.76	322.23	314.65	274.99
"LL0000018078"	"LOC110440176"	7.24	6.94	7.38	6.87	3.96	4.13	5.44	2.24	4.89	9.83	3.84	2.61
"LL0000018079"	"LOC110440177"	47.96	55	51.96	47	57	93	34	56	47	57	57.05	30
"LL0000018080"	"LOC110440178"	12.79	0	5.49	0	14.42	4.36	3.21	4.6	9.7	22.24	8.29	0
"LL0000018081"	"LOC110440179"	7	4	8	3.45	1	3	0	0	2	4.68	4.9	4
"LL0000018082"	"LOC110440180"	2	3	1	0	5	3	7	1	4	8	4	7
"LL0000018083"	"LOC110440183"	0	1.15	0	0	0	0	1	0	0	0	1	0
"LL0000018084"	"LOC110440188"	0	2	0	0	0	0	1	0	0	0	0	1
"LL0000018085"	"LOC110440189"	0	1	0	0	0	0	0	0	0	0.93	0	0
"LL0000018086"	"LOC110440191"	0	0	0	0	0	0	0	0	0	1	0	0
"LL0000018087"	"LOC110440194"	0	0	1	0	0	1	0	1	0	0	0	0
"LL0000018088"	"LOC110440195"	276.14	223.54	235.19	81	164.11	301	177	305.92	257.95	254.99	161.95	128.64
"LL0000018089"	"LOC110440196"	0	0	1.19	0	0	0	2.23	0	0	0	0	0
"LL0000018090"	"LOC110440198"	9.72	9.66	13.1	8.88	15.32	48.33	13.04	8.57	18.93	19.41	15.67	23.81
"LL0000018091"	"LOC110440201"	1.22	26.71	11.07	4	0.67	6.11	0	24.19	16.04	7.11	4.41	9.07
"LL0000018092"	"LOC110440202"	4.62	0	0	0	0	0	0	0	1.28	2.82	0	1.34
"LL0000018093"	"LOC110440204"	5.09	0	3.31	8.17	0	0	2.25	0	0	6.74	0.48	0
"LL0000018094"	"LOC110440205"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018095"	"LOC110440207"	0	1	0	0	0	0	0	0	0	0	0	0
"LL0000018096"	"LOC110440209"	1	3	0	2.26	4.36	7	1.24	3	5.11	7	9	2.45
"LL0000018097"	"LOC110440211"	7	4	13.06	11	10.93	10	9	4.08	6	13	6.04	13
"LL0000018098"	"LOC110440213"	0	8.81	7.79	4.11	9.9	10.48	6.18	6.78	5.79	5.56	11.77	11.3
"LL0000018099"	"LOC110440214"	700.97	540.51	543.01	549.15	840.09	842.31	546.23	777.85	562.41	629.78	355.08	321
"LL0000018100"	"LOC110440215"	0	0	0	0	0	0	0.02	0	0	0	0	0
"LL0000018101"	"LOC110440216"	1	0	6	1	4.24	3.36	0	1.08	1.19	0	1	2.1
"LL0000018102"	"LOC110440217"	0	1	0	1	0	1	2	0	0	0	0	0
"LL0000018103"	"LOC110440218"	9.29	8	6.07	13	2	2	10.84	11.42	2.32	3	0	0
"LL0000018104"	"LOC110440219"	0	0	0	4	0	0	0	6.12	9.73	6	0	0
"LL0000018105"	"LOC110440222"	0	0	4.3	2.5	0	3.45	0	4.83	1.51	3.68	0	0
"LL0000018106"	"LOC402866"	0	147.27	314.04	272.82	143.33	170.28	225.45	356.58	315.75	340.47	292.33	80.56
"LL0000018107"	"LOC407643"	179.47	219.8	289.83	57.18	112.04	59.84	189.54	278.14	194.73	94.7	55.65	71.39
"LL0000018108"	"LOC553316"	12.76	12.07	18.57	68.97	129.95	223.52	8.15	16.97	9.23	185.41	142.93	106.46
"LL0000018109"	"LOC555502"	0	0	0	2.2	1.2	2.74	2.61	0	1.49	1.11	7.06	0
"LL0000018110"	"LOC555793"	50.6	62.28	77.26	24.77	51.07	89.17	51.77	69.17	82.17	105.84	49.17	53.1
"LL0000018111"	"LOC556106"	0	0	14.01	5.46	25.2	0	0	23.09	16.81	0	30.14	0
"LL0000018112"	"LOC556170"	19	20.52	21	8	4	6	33	15	12.99	9	1.01	5
"LL0000018113"	"LOC556339"	110.63	118.02	158	7.45	42.87	29.6	81.02	103.56	112	35.87	20.46	22
"LL0000018114"	"LOC556451"	2	0	1	0	0	0	1	0	0	0	0	1
"LL0000018115"	"LOC556532"	4.91	0	0	0	6.82	0	0	0	3.65	0	5.5	1.86
"LL0000018116"	"LOC556776"	31.05	29.71	33.33	7.27	20.47	28.76	33.35	39.9	37.52	30.22	24.3	15.91
"LL0000018117"	"LOC556912"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018118"	"LOC557268"	256.31	199.69	245.04	209.77	367.84	426.38	207.42	282.72	279.81	617.62	363.78	272.82
"LL0000018119"	"LOC557729"	256.3	252.87	228.86	236.02	276.29	276.54	187.11	343.98	245	379.06	253.4	252.92
"LL0000018120"	"LOC558721"	3.22	0	3	2	1	2	0	0	0	1	1	1
"LL0000018121"	"LOC558761"	80.19	75	81.95	41	87	66.01	69.17	74.02	84	85.58	42.08	46.17
"LL0000018122"	"LOC558805"	0	0	0.5	0	6.49	4	0	0	0	1	1	0
"LL0000018123"	"LOC559107"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018124"	"LOC559196"	31.94	7.87	24.72	15.04	8.93	16.48	11.24	18.2	8.3	19.14	28.35	7.93
"LL0000018125"	"LOC559501"	6.86	5	3.73	0	0	0	12.96	8	3.32	0	2.03	1
"LL0000018126"	"LOC559538"	0	0	0	3.5	0	0	1.35	1.93	0	0	0	1.32
"LL0000018127"	"LOC559585"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018128"	"LOC559637"	58.21	56.3	63.99	19.94	43.91	17.73	67.2	84.73	66.56	44.46	11.31	22
"LL0000018129"	"LOC559843"	11.11	1.42	0	0	2.35	2.11	0	0	0	0	0	0
"LL0000018130"	"LOC560099"	352.59	427.43	529.54	163.57	386.35	628.68	234.95	361.29	407.81	493.54	342.73	317.64
"LL0000018131"	"LOC560278"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018132"	"LOC560447"	32.04	26	23.58	2.52	8.9	8.78	25.91	24.16	36	15.24	10.15	13.8
"LL0000018133"	"LOC560461"	41.77	21.08	0	16.32	0.02	28.62	17.51	2.97	52.02	30.43	30.26	0
"LL0000018134"	"LOC560870"	195.22	213.19	271.91	175.24	282.61	470.12	114.08	200.11	192.28	371.76	252.79	264.19
"LL0000018135"	"LOC560949"	3.09	3	8	0	2.51	7.83	5	4	2.33	9	1.89	3
"LL0000018136"	"LOC561230"	11.4	13.4	10.67	16.8	0	6.72	3.35	0	4.03	10.45	14.74	8.42
"LL0000018137"	"LOC561346"	7.7	14.44	19.16	6.8	14.76	25.56	9.52	23.94	8.4	28.01	13.03	9.69
"LL0000018138"	"LOC561361"	73.19	90.54	72.12	50.5	95.4	91.78	64.78	79.45	62.53	99.2	54.88	75.95
"LL0000018139"	"LOC561456"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000018140"	"LOC561873"	0	0	1	0	0	0	2	0	1	0	0	0
"LL0000018141"	"LOC562049"	45.54	87.35	82.91	22.12	13.7	27.92	55.45	93.79	53.84	42.77	20.31	18.08
"LL0000018142"	"LOC562053"	112.38	71.94	137.02	191.48	177.99	260.93	61.47	153.78	80.58	240.99	308.66	247.09
"LL0000018143"	"LOC562098"	122.27	98.67	85.62	9.37	36.72	21.24	34.78	67.77	81.63	21.84	12.17	0
"LL0000018144"	"LOC562648"	26.17	0	31.3	0	0	22.75	0	14.56	0	25.65	0	0
"LL0000018145"	"LOC562898"	2.53	0	0.35	3.17	4.22	5.42	1.57	0	0	15	7.07	15.75
"LL0000018146"	"LOC563477"	34.38	39.68	54.73	27.42	51.15	76.04	26.75	43.67	35.99	65.32	58.25	40.07
"LL0000018147"	"LOC564237"	6.45	5.53	5.88	1.31	0	2.14	3.31	1.23	2.1	1.12	6.16	2.36
"LL0000018148"	"LOC564253"	42.52	67.29	53.09	0	34.4	22.81	71.98	26.65	75.5	61.42	11.49	0
"LL0000018149"	"LOC564307"	22.01	26	17	8	14	7	16	25	12.34	14	10.04	10
"LL0000018150"	"loc564481"	0	1.01	1.16	0	1.08	1.02	2.04	0.99	0	1.02	0	0.97
"LL0000018151"	"LOC564610"	0	0	0	0	0	0	0	0	0	7.92	0	0
"LL0000018152"	"LOC564671"	0	0	2.18	0	0	0	0	0	0	0	0	3
"LL0000018153"	"LOC564731"	382.08	344.56	355.89	62.45	139.79	117.75	326.96	403.34	249.34	228.24	117.19	120.88
"LL0000018154"	"LOC565002"	0	0	0	0	0	0	0	0	0	0	0	0
